value,label,index
1067349952.0,0,0
1056015552.0,0,1
1055893760.0,0,2
1056504832.0,0,3
1048512704.0,0,4
1047818816.0,0,5
1044637312.0,0,6
1035770944.0,0,7
1028388224.0,0,8
1024949632.0,0,9
1028851712.0,0,10
1026845888.0,0,11
1021901824.0,0,12
1018042240.0,0,13
1014591040.0,0,14
1017355136.0,0,15
1014035776.0,0,16
1002983104.0,0,17
1022908096.0,0,18
1066708992.0,0,19
1108668800.0,0,20
1121819008.0,0,21
1127909632.0,0,22
1113683840.0,0,23
1118427392.0,0,24
1109895808.0,0,25
1105660544.0,0,26
1108111744.0,0,27
1100217216.0,0,28
1098241152.0,0,29
1096190976.0,0,30
1083299456.0,0,31
1089018496.0,0,32
1082361472.0,0,33
1081376256.0,0,34
1079521280.0,0,35
1115102720.0,0,36
1141510144.0,0,37
1130144256.0,0,38
1128280320.0,0,39
1122361728.0,0,40
1115793408.0,0,41
1118874752.0,0,42
1111751040.0,0,43
1114091264.0,0,44
1092585984.0,0,45
1099861504.0,0,46
1096067200.0,0,47
1091454592.0,0,48
1086041728.0,0,49
1086046208.0,0,50
1090082304.0,0,51
1088619648.0,0,52
1074705920.0,0,53
1072095424.0,0,54
1069256832.0,0,55
1064427392.0,0,56
1059959680.0,0,57
1051745216.0,0,58
1046021248.0,0,59
1054321344.0,0,60
1046618752.0,0,61
1038755904.0,0,62
1030980352.0,0,63
1034322496.0,0,64
1034654144.0,0,65
1020239040.0,0,66
1019691008.0,0,67
1015388096.0,0,68
1013965120.0,0,69
1006976576.0,0,70
1001855040.0,0,71
1001881792.0,0,72
996719232.0,0,73
990082112.0,0,74
987305152.0,0,75
987352576.0,0,76
981704192.0,0,77
980154112.0,0,78
969173248.0,0,79
1012391872.0,0,80
1029623488.0,0,81
1023562688.0,0,82
1018223616.0,0,83
1015402624.0,0,84
1019445056.0,0,85
1006944064.0,0,86
1008033280.0,0,87
999756544.0,0,88
999841472.0,0,89
997827776.0,0,90
994655232.0,0,91
989724864.0,0,92
977492800.0,0,93
980460160.0,0,94
978456384.0,0,95
970806400.0,0,96
974210560.0,0,97
968026752.0,0,98
958399488.0,0,99
952404288.0,0,100
949600640.0,0,101
953259456.0,0,102
942882432.0,0,103
940318400.0,0,104
929321984.0,0,105
924792128.0,0,106
920727040.0,0,107
925808896.0,0,108
914350848.0,0,109
915678656.0,0,110
906638208.0,0,111
906126656.0,0,112
894866240.0,0,113
895255936.0,0,114
894052800.0,0,115
881135744.0,0,116
883182464.0,0,117
880958464.0,0,118
873255808.0,0,119
873696832.0,0,120
929594368.0,0,121
927308992.0,0,122
921178240.0,0,123
919294912.0,0,124
910743296.0,0,125
903751232.0,0,126
900575808.0,0,127
893976640.0,0,128
900563328.0,0,129
895206016.0,0,130
885208512.0,0,131
884454656.0,0,132
877965824.0,0,133
876435904.0,0,134
873161856.0,0,135
867789568.0,0,136
858196672.0,0,137
855914112.0,0,138
856904896.0,0,139
839960640.0,0,140
841631488.0,0,141
840975040.0,0,142
866104768.0,0,143
898259328.0,0,144
897393408.0,0,145
883902208.0,0,146
930045376.0,0,147
941665536.0,0,148
943108032.0,0,149
930216704.0,0,150
932285056.0,0,151
922355072.0,0,152
913876160.0,0,153
974921728.0,0,154
976830016.0,0,155
970713152.0,0,156
965765312.0,0,157
963787840.0,0,158
1003321664.0,0,159
1020534208.0,0,160
1018033472.0,0,161
1014954816.0,0,162
1008600192.0,0,163
999993792.0,0,164
1017528384.0,0,165
1054578816.0,0,166
1043342464.0,0,167
1045824704.0,0,168
1045580992.0,0,169
1041089216.0,0,170
995848896.0,0,171
997663232.0,0,172
1029388416.0,0,173
1046834560.0,0,174
1086468480.0,0,175
1075458688.0,0,176
1075859072.0,0,177
1068975680.0,0,178
1062921152.0,0,179
1063578496.0,0,180
1116110720.0,0,181
1147450496.0,0,182
1182455168.0,0,183
1161044992.0,0,184
1168727552.0,0,185
1162723328.0,0,186
1205208320.0,0,187
1215048960.0,0,188
