value,label,index
27.2307701111,0,0
29.8461532593,0,1
28.615385055500003,0,2
27.9230766296,0,3
27.7692298889,0,4
28.5384616852,0,5
29.1538467407,0,6
28.8461532593,0,7
27.3846149445,0,8
27.7692298889,0,9
26.2307701111,0,10
23.0,0,11
24.4615383148,0,12
24.4615383148,0,13
24.5384616852,0,14
26.0,0,15
25.2307701111,0,16
26.5384616852,0,17
24.5384616852,0,18
23.5384616852,0,19
25.2307701111,0,20
25.7692298889,0,21
24.6923084259,0,22
25.2307701111,0,23
25.8461532593,0,24
25.2307701111,0,25
24.6923084259,0,26
24.3846149445,0,27
23.5384616852,0,28
25.1538467407,0,29
25.615385055500003,0,30
25.4615383148,0,31
27.7692298889,0,32
28.2307701111,0,33
25.3846149445,0,34
26.1538467407,0,35
26.3846149445,0,36
25.3846149445,0,37
26.4615383148,0,38
26.3846149445,0,39
26.615385055500003,0,40
28.5384616852,0,41
26.3846149445,0,42
26.9230766296,0,43
27.3846149445,0,44
28.0,0,45
27.9230766296,0,46
27.6923084259,0,47
27.2307701111,0,48
27.9230766296,0,49
28.0,0,50
27.3076915741,0,51
26.9230766296,0,52
26.8461532593,0,53
27.0,0,54
28.5384616852,0,55
27.3846149445,0,56
26.5384616852,0,57
27.3846149445,0,58
27.7692298889,0,59
27.4615383148,0,60
28.0769233704,0,61
27.4615383148,0,62
27.3076915741,0,63
27.7692298889,0,64
29.2307701111,0,65
28.615385055500003,0,66
28.6923084259,0,67
27.9230766296,0,68
28.4615383148,0,69
30.0769233704,0,70
29.5384616852,0,71
32.2307701111,0,72
36.1538467407,0,73
38.2307701111,0,74
39.1538467407,0,75
39.8461532593,0,76
38.7692298889,0,77
37.6153831482,0,78
38.3846168518,0,79
36.9230766296,0,80
37.0,0,81
35.7692298889,0,82
34.3846168518,0,83
33.0,0,84
32.6153831482,0,85
30.0769233704,0,86
29.615385055500003,0,87
29.5384616852,0,88
28.9230766296,0,89
30.4615383148,0,90
29.4615383148,0,91
28.1538467407,0,92
30.3846149445,0,93
30.615385055500003,0,94
30.3076915741,0,95
31.2307701111,0,96
30.4615383148,0,97
29.8461532593,0,98
31.5384616852,0,99
30.7692298889,0,100
31.0769233704,0,101
31.3076915741,0,102
30.5384616852,0,103
31.615385055500003,0,104
32.4615402222,0,105
31.3076915741,0,106
30.6923084259,0,107
30.4615383148,0,108
28.615385055500003,0,109
30.3076915741,0,110
31.8461532593,0,111
30.2307701111,0,112
30.7692298889,0,113
31.2307701111,0,114
31.8461532593,0,115
34.8461532593,0,116
34.0,0,117
30.3076915741,0,118
31.5384616852,0,119
32.4615402222,0,120
32.153846740700004,0,121
32.7692298889,0,122
31.3846149445,0,123
31.3846149445,0,124
33.4615402222,0,125
31.0769233704,0,126
29.615385055500003,0,127
31.615385055500003,0,128
32.2307701111,0,129
32.6923065186,0,130
31.5384616852,0,131
30.0,0,132
31.1538467407,0,133
32.6923065186,0,134
33.9230766296,0,135
33.6153831482,0,136
34.3846168518,0,137
34.7692298889,0,138
35.3846168518,0,139
36.8461532593,0,140
34.9230766296,0,141
34.3846168518,0,142
35.0,0,143
32.8461532593,0,144
33.6923065186,0,145
34.0769233704,0,146
32.4615402222,0,147
32.0769233704,0,148
32.2307701111,0,149
32.4615402222,0,150
31.615385055500003,0,151
32.3846168518,0,152
33.0,0,153
36.0,0,154
35.7692298889,0,155
34.6153831482,0,156
33.4615402222,0,157
31.6923084259,0,158
31.7692298889,0,159
33.8461532593,0,160
34.6923065186,0,161
33.0769233704,0,162
34.0769233704,0,163
34.0,0,164
33.7692298889,0,165
34.4615402222,0,166
32.6153831482,0,167
33.8461532593,0,168
34.3846168518,0,169
33.2307701111,0,170
34.3846168518,0,171
33.5384597778,0,172
32.3076934814,0,173
33.3076934814,0,174
33.3846168518,0,175
31.2307701111,0,176
32.5384597778,0,177
32.5384597778,0,178
32.0769233704,0,179
35.3076934814,0,180
35.4615402222,0,181
33.9230766296,0,182
35.7692298889,0,183
35.3846168518,0,184
34.7692298889,0,185
34.8461532593,0,186
32.8461532593,0,187
32.6923065186,0,188
33.4615402222,0,189
33.3846168518,0,190
33.2307701111,0,191
33.5384597778,0,192
32.153846740700004,0,193
33.4615402222,0,194
35.7692298889,0,195
33.6923065186,0,196
32.6153831482,0,197
35.2307701111,0,198
34.8461532593,0,199
34.3076934814,0,200
35.4615402222,0,201
34.0,0,202
32.8461532593,0,203
33.0769233704,0,204
31.3846149445,0,205
32.5384597778,0,206
33.6153831482,0,207
33.4615402222,0,208
33.0,0,209
34.0,0,210
33.6923065186,0,211
35.6153831482,0,212
35.4615402222,0,213
34.0769233704,0,214
34.4615402222,0,215
33.8461532593,0,216
32.0,0,217
31.9230766296,0,218
31.9230766296,0,219
32.6923065186,0,220
33.6153831482,0,221
32.7692298889,0,222
32.3846168518,0,223
35.0,0,224
34.7692298889,0,225
33.5384597778,0,226
32.5384597778,0,227
31.7692298889,0,228
32.3076934814,0,229
34.3076934814,0,230
33.0769233704,0,231
32.2307701111,0,232
33.153846740700004,0,233
33.5384597778,0,234
35.3076934814,0,235
35.3846168518,0,236
34.153846740700004,0,237
32.8461532593,0,238
32.9230766296,0,239
34.7692298889,0,240
35.4615402222,0,241
35.0769233704,0,242
34.153846740700004,0,243
