value,label,index
7934.0,0,0
7782.0,0,1
7349.0,0,2
7426.0,0,3
7447.0,0,4
7347.0,0,5
7609.0,0,6
7408.0,0,7
8179.0,0,8
8281.0,0,9
7931.0,0,10
7665.0,0,11
7684.0,0,12
7675.0,0,13
7626.0,0,14
6950.0,0,15
7284.0,0,16
7316.0,0,17
7497.0,0,18
7371.0,0,19
7336.0,0,20
7174.0,0,21
7328.0,0,22
7509.0,0,23
9049.0,0,24
9296.0,0,25
9180.0,0,26
8395.0,0,27
7575.0,0,28
7785.0,0,29
7644.0,0,30
7752.0,0,31
7489.0,0,32
7463.0,0,33
7448.0,0,34
7408.0,0,35
7242.0,0,36
7320.0,0,37
7684.0,0,38
7789.0,0,39
7504.0,0,40
7539.0,0,41
7481.0,0,42
7377.0,0,43
7410.0,0,44
7149.0,0,45
7267.0,0,46
7416.0,0,47
7458.0,0,48
7464.0,0,49
7242.0,0,50
7273.0,0,51
7246.0,0,52
7624.0,0,53
9416.0,0,54
9415.0,0,55
9102.0,0,56
9138.0,0,57
8319.0,0,58
7939.0,0,59
8152.0,0,60
7788.0,0,61
7621.0,0,62
7525.0,0,63
7613.0,0,64
7427.0,0,65
7603.0,0,66
7766.0,0,67
7517.0,0,68
7776.0,0,69
7765.0,0,70
7684.0,0,71
7448.0,0,72
7402.0,0,73
7890.0,0,74
7474.0,0,75
8108.0,0,76
7845.0,0,77
7725.0,0,78
7869.0,0,79
7660.0,0,80
7539.0,0,81
7685.0,0,82
8278.0,0,83
9920.0,0,84
9668.0,0,85
9941.0,0,86
9483.0,0,87
8227.0,0,88
8155.0,0,89
8110.0,0,90
7868.0,0,91
7784.0,0,92
7974.0,0,93
7995.0,0,94
7693.0,0,95
7937.0,0,96
8131.0,0,97
8290.0,0,98
8075.0,0,99
8228.0,0,100
8030.0,0,101
8328.0,0,102
8168.0,0,103
8190.0,0,104
8224.0,0,105
8457.0,0,106
8390.0,0,107
8331.0,0,108
8512.0,0,109
8234.0,0,110
8304.0,0,111
8273.0,0,112
9329.0,0,113
10702.0,0,114
10302.0,0,115
10118.0,0,116
9974.0,0,117
8851.0,0,118
9216.0,0,119
9456.0,0,120
9313.0,0,121
8673.0,0,122
8732.0,0,123
8712.0,0,124
8859.0,0,125
8547.0,0,126
8138.0,0,127
8544.0,0,128
8620.0,0,129
8685.0,0,130
8585.0,0,131
8775.0,0,132
8837.0,0,133
8776.0,0,134
8705.0,0,135
8740.0,0,136
8475.0,0,137
8852.0,0,138
8790.0,0,139
8940.0,0,140
8854.0,0,141
8800.0,0,142
9407.0,0,143
10612.0,0,144
10653.0,0,145
10189.0,0,146
9789.0,0,147
9271.0,0,148
9601.0,0,149
9445.0,0,150
9371.0,0,151
9256.0,0,152
8662.0,0,153
8829.0,0,154
8816.0,0,155
9041.0,0,156
8573.0,0,157
8970.0,0,158
8955.0,0,159
8817.0,0,160
