value,label,index
1.66666662693,0,0
1.83333337307,0,1
1.75,0,2
2.0,0,3
1.91666662693,0,4
1.75,0,5
1.75,0,6
1.75,0,7
1.91666662693,0,8
1.91666662693,0,9
2.0,0,10
2.0,0,11
1.91666662693,0,12
2.0,0,13
1.91666662693,0,14
1.91666662693,0,15
2.0,0,16
2.0,0,17
2.0,0,18
1.91666662693,0,19
2.0,0,20
2.0,0,21
2.0,0,22
2.0,0,23
2.0,0,24
1.91666662693,0,25
2.0,0,26
1.91666662693,0,27
2.0,0,28
2.0,0,29
2.0,0,30
2.0,0,31
2.0,0,32
2.0,0,33
2.0,0,34
2.08333325386,0,35
1.91666662693,0,36
2.08333325386,0,37
2.08333325386,0,38
2.08333325386,0,39
2.0,0,40
2.0,0,41
2.16666674614,0,42
2.08333325386,0,43
2.0,0,44
2.16666674614,0,45
2.0,0,46
2.16666674614,0,47
2.0,0,48
2.08333325386,0,49
2.0,0,50
2.16666674614,0,51
2.25,0,52
2.0,0,53
2.08333325386,0,54
2.0,0,55
2.0,0,56
2.25,0,57
2.08333325386,0,58
2.25,0,59
2.08333325386,0,60
2.08333325386,0,61
2.16666674614,0,62
2.0,0,63
2.0,0,64
2.08333325386,0,65
2.16666674614,0,66
2.08333325386,0,67
2.33333325386,0,68
2.16666674614,0,69
2.33333325386,0,70
2.33333325386,0,71
2.08333325386,0,72
2.25,0,73
2.33333325386,0,74
2.25,0,75
2.16666674614,0,76
2.25,0,77
2.5,0,78
2.33333325386,0,79
2.25,0,80
2.08333325386,0,81
2.33333325386,0,82
2.41666674614,0,83
2.08333325386,0,84
2.5,0,85
2.58333325386,0,86
2.16666674614,0,87
2.33333325386,0,88
2.66666674614,0,89
2.16666674614,0,90
2.5,0,91
2.41666674614,0,92
2.58333325386,0,93
2.5,0,94
2.5,0,95
2.5,0,96
2.5,0,97
2.66666674614,0,98
2.5,0,99
2.66666674614,0,100
2.75,0,101
2.91666674614,0,102
2.58333325386,0,103
2.5,0,104
2.75,0,105
2.83333325386,0,106
2.83333325386,0,107
3.0,0,108
2.5,0,109
2.91666674614,0,110
2.83333325386,0,111
2.75,0,112
2.75,0,113
2.83333325386,0,114
2.91666674614,0,115
2.66666674614,0,116
2.91666674614,0,117
2.75,0,118
2.75,0,119
3.0,0,120
2.75,0,121
2.91666674614,0,122
2.91666674614,0,123
2.75,0,124
2.83333325386,0,125
2.91666674614,0,126
2.83333325386,0,127
3.0,0,128
3.0,0,129
2.75,0,130
2.66666674614,0,131
2.66666674614,0,132
2.75,0,133
2.83333325386,0,134
2.83333325386,0,135
3.0,0,136
2.91666674614,0,137
2.91666674614,0,138
3.0,0,139
2.83333325386,0,140
3.0,0,141
2.91666674614,0,142
3.0,0,143
2.66666674614,0,144
2.91666674614,0,145
3.0,0,146
2.91666674614,0,147
2.91666674614,0,148
2.83333325386,0,149
3.0,0,150
2.83333325386,0,151
3.0,0,152
3.0,0,153
3.0,0,154
3.0,0,155
3.0,0,156
3.0,0,157
2.83333325386,0,158
2.91666674614,0,159
2.83333325386,0,160
3.0,0,161
3.08333325386,0,162
3.0,0,163
3.0,0,164
3.0,0,165
3.0,0,166
3.08333325386,0,167
3.0,0,168
2.83333325386,0,169
3.0,0,170
2.91666674614,0,171
2.75,0,172
2.75,0,173
3.0,0,174
2.91666674614,0,175
2.91666674614,0,176
3.0,0,177
3.0,0,178
3.0,0,179
3.0,0,180
3.0,0,181
3.0,0,182
2.91666674614,0,183
3.0,0,184
3.0,0,185
3.0,0,186
3.0,0,187
3.0,0,188
3.0,0,189
3.0,0,190
2.91666674614,0,191
3.0,0,192
3.0,0,193
3.0,0,194
3.0,0,195
2.91666674614,0,196
3.0,0,197
3.0,0,198
2.91666674614,0,199
3.0,0,200
3.0,0,201
3.0,0,202
3.0,0,203
3.0,0,204
3.0,0,205
3.0,0,206
3.0,0,207
3.0,0,208
2.83333325386,0,209
3.0,0,210
3.16666674614,0,211
3.0,0,212
3.0,0,213
3.0,0,214
3.08333325386,0,215
3.0,0,216
3.0,0,217
3.0,0,218
3.0,0,219
3.08333325386,0,220
3.0,0,221
3.08333325386,0,222
2.83333325386,0,223
3.08333325386,0,224
3.0,0,225
3.25,0,226
3.0,0,227
3.0,0,228
3.0,0,229
3.08333325386,0,230
3.0,0,231
3.16666674614,0,232
2.91666674614,0,233
2.91666674614,0,234
3.08333325386,0,235
3.0,0,236
3.16666674614,0,237
3.0,0,238
3.0,0,239
3.0,0,240
3.08333325386,0,241
3.0,0,242
3.0,0,243
3.08333325386,0,244
3.0,0,245
3.16666674614,0,246
3.0,0,247
3.0,0,248
3.0,0,249
3.0,0,250
2.83333325386,0,251
3.08333325386,0,252
3.0,0,253
3.08333325386,0,254
3.08333325386,0,255
3.0,0,256
3.0,0,257
3.0,0,258
3.0,0,259
3.08333325386,0,260
3.08333325386,0,261
3.08333325386,0,262
3.25,0,263
3.08333325386,0,264
3.0,0,265
3.0,0,266
3.08333325386,0,267
3.0,0,268
3.08333325386,0,269
3.0,0,270
3.08333325386,0,271
3.66666674614,0,272
3.25,0,273
3.08333325386,0,274
3.16666674614,0,275
3.33333325386,0,276
3.08333325386,0,277
3.0,0,278
3.16666674614,0,279
3.08333325386,0,280
3.25,0,281
3.08333325386,0,282
3.0,0,283
3.16666674614,0,284
3.33333325386,0,285
3.25,0,286
3.16666674614,0,287
3.25,0,288
3.16666674614,0,289
3.0,0,290
3.0,0,291
3.16666674614,0,292
3.0,0,293
3.25,0,294
3.16666674614,0,295
3.16666674614,0,296
3.25,0,297
3.0,0,298
3.0,0,299
3.16666674614,0,300
3.08333325386,0,301
3.08333325386,0,302
3.08333325386,0,303
3.0,0,304
3.16666674614,0,305
3.16666674614,0,306
3.41666674614,0,307
3.41666674614,0,308
3.25,0,309
3.33333325386,0,310
3.16666674614,0,311
3.16666674614,0,312
3.41666674614,0,313
3.33333325386,0,314
3.08333325386,0,315
3.33333325386,0,316
3.16666674614,0,317
3.08333325386,0,318
3.5,0,319
3.33333325386,0,320
3.33333325386,0,321
3.25,0,322
3.16666674614,0,323
3.16666674614,0,324
3.16666674614,0,325
3.25,0,326
3.33333325386,0,327
3.25,0,328
3.33333325386,0,329
3.41666674614,0,330
3.25,0,331
3.25,0,332
3.16666674614,0,333
3.08333325386,0,334
3.08333325386,0,335
3.16666674614,0,336
3.41666674614,0,337
3.41666674614,0,338
3.5,0,339
3.33333325386,0,340
3.5,0,341
3.33333325386,0,342
3.33333325386,0,343
3.25,0,344
3.41666674614,0,345
3.33333325386,0,346
3.33333325386,0,347
3.16666674614,0,348
3.25,0,349
3.41666674614,0,350
3.25,0,351
3.33333325386,0,352
3.75,0,353
3.5,0,354
3.33333325386,0,355
3.33333325386,0,356
3.5,0,357
3.83333325386,0,358
3.16666674614,0,359
3.58333325386,0,360
3.75,0,361
3.58333325386,0,362
3.58333325386,0,363
3.66666674614,0,364
3.33333325386,0,365
3.41666674614,0,366
3.5,0,367
3.58333325386,0,368
3.5,0,369
3.75,0,370
3.58333325386,0,371
3.66666674614,0,372
3.75,0,373
3.75,0,374
3.66666674614,0,375
3.66666674614,0,376
3.5,0,377
3.41666674614,0,378
3.75,0,379
3.58333325386,0,380
3.58333325386,0,381
3.58333325386,0,382
3.75,0,383
3.83333325386,0,384
3.75,0,385
3.83333325386,0,386
3.83333325386,0,387
4.0,0,388
3.91666674614,0,389
3.75,0,390
3.83333325386,0,391
3.83333325386,0,392
3.91666674614,0,393
3.75,0,394
3.83333325386,0,395
3.75,0,396
4.0,0,397
3.83333325386,0,398
3.91666674614,0,399
4.0,0,400
4.0,0,401
4.0,0,402
4.0,0,403
4.0,0,404
3.83333325386,0,405
4.0,0,406
3.91666674614,0,407
4.0,0,408
3.91666674614,0,409
4.0,0,410
3.91666674614,0,411
3.91666674614,0,412
4.0,0,413
4.0,0,414
3.91666674614,0,415
4.0,0,416
4.0,0,417
3.91666674614,0,418
4.0,0,419
3.75,0,420
4.0,0,421
4.0,0,422
3.91666674614,0,423
3.91666674614,0,424
3.91666674614,0,425
3.75,0,426
3.91666674614,0,427
3.91666674614,0,428
4.0,0,429
4.08333349228,0,430
3.91666674614,0,431
4.0,0,432
4.0,0,433
4.0,0,434
4.0,0,435
4.0,0,436
3.91666674614,0,437
4.0,0,438
4.08333349228,0,439
4.0,0,440
4.0,0,441
3.91666674614,0,442
4.0,0,443
3.91666674614,0,444
4.0,0,445
4.0,0,446
4.0,0,447
4.0,0,448
4.0,0,449
4.08333349228,0,450
3.91666674614,0,451
4.0,0,452
4.0,0,453
4.0,0,454
4.0,0,455
4.08333349228,0,456
4.0,0,457
4.08333349228,0,458
3.91666674614,0,459
4.0,0,460
4.08333349228,0,461
4.08333349228,0,462
4.16666650772,0,463
4.0,0,464
4.0,0,465
4.16666650772,0,466
4.16666650772,0,467
4.08333349228,0,468
4.16666650772,0,469
4.0,0,470
4.08333349228,0,471
4.0,0,472
4.0,0,473
4.0,0,474
4.08333349228,0,475
4.0,0,476
4.0,0,477
4.0,0,478
4.0,0,479
4.0,0,480
4.16666650772,0,481
4.18181800842,0,482
4.08333349228,0,483
4.33333349228,0,484
4.25,0,485
4.08333349228,0,486
4.5,0,487
4.08333349228,0,488
4.0,0,489
4.0,0,490
4.16666650772,0,491
4.41666650772,0,492
4.58333349228,0,493
4.41666650772,0,494
4.41666650772,0,495
4.16666650772,0,496
4.08333349228,0,497
4.66666650772,0,498
4.08333349228,0,499
4.16666650772,0,500
4.41666650772,0,501
4.5,0,502
4.41666650772,0,503
4.33333349228,0,504
4.08333349228,0,505
4.33333349228,0,506
4.08333349228,0,507
4.33333349228,0,508
4.16666650772,0,509
4.33333349228,0,510
4.66666650772,0,511
4.5,0,512
4.83333349228,0,513
4.75,0,514
4.66666650772,0,515
4.58333349228,0,516
4.5,0,517
4.75,0,518
4.58333349228,0,519
4.66666650772,0,520
4.75,0,521
4.5,0,522
4.66666650772,0,523
4.83333349228,0,524
4.75,0,525
4.66666650772,0,526
4.58333349228,0,527
4.5,0,528
4.66666650772,0,529
4.58333349228,0,530
4.66666650772,0,531
4.33333349228,0,532
4.5,0,533
4.41666650772,0,534
4.25,0,535
4.25,0,536
4.75,0,537
4.58333349228,0,538
4.83333349228,0,539
4.91666650772,0,540
4.66666650772,0,541
4.5,0,542
4.33333349228,0,543
4.66666650772,0,544
4.41666650772,0,545
4.58333349228,0,546
4.66666650772,0,547
4.58333349228,0,548
4.5,0,549
4.5,0,550
4.83333349228,0,551
4.58333349228,0,552
4.58333349228,0,553
4.58333349228,0,554
4.5,0,555
4.5,0,556
4.75,0,557
4.66666650772,0,558
4.66666650772,0,559
4.66666650772,0,560
4.58333349228,0,561
4.75,0,562
4.58333349228,0,563
4.75,0,564
4.83333349228,0,565
4.83333349228,0,566
4.58333349228,0,567
4.83333349228,0,568
4.83333349228,0,569
4.5,0,570
4.83333349228,0,571
4.66666650772,0,572
4.91666650772,0,573
4.91666650772,0,574
4.75,0,575
4.75,0,576
4.91666650772,0,577
4.66666650772,0,578
4.91666650772,0,579
4.83333349228,0,580
4.75,0,581
4.58333349228,0,582
4.75,0,583
4.75,0,584
4.66666650772,0,585
4.83333349228,0,586
4.91666650772,0,587
4.83333349228,0,588
4.91666650772,0,589
4.75,0,590
4.83333349228,0,591
4.66666650772,0,592
5.08333349228,0,593
4.66666650772,0,594
4.91666650772,0,595
4.83333349228,0,596
4.83333349228,0,597
4.91666650772,0,598
4.83333349228,0,599
4.75,0,600
5.0,0,601
4.83333349228,0,602
4.91666650772,0,603
4.83333349228,0,604
4.75,0,605
5.0,0,606
4.83333349228,0,607
5.0,0,608
5.0,0,609
5.08333349228,0,610
5.0,0,611
5.0,0,612
4.91666650772,0,613
4.91666650772,0,614
4.91666650772,0,615
4.91666650772,0,616
4.91666650772,0,617
4.91666650772,0,618
5.0,0,619
4.83333349228,0,620
5.0,0,621
5.0,0,622
4.91666650772,0,623
5.08333349228,0,624
5.0,0,625
4.91666650772,0,626
4.91666650772,0,627
5.0,0,628
5.0,0,629
5.08333349228,0,630
4.91666650772,0,631
5.0,0,632
5.0,0,633
5.0,0,634
5.0,0,635
5.0,0,636
5.0,0,637
5.08333349228,0,638
5.0,0,639
5.08333349228,0,640
5.0,0,641
5.08333349228,0,642
5.08333349228,0,643
5.0,0,644
5.0,0,645
5.0,0,646
4.91666650772,0,647
4.91666650772,0,648
5.0,0,649
5.08333349228,0,650
5.16666650772,0,651
5.25,0,652
4.91666650772,0,653
5.16666650772,0,654
5.08333349228,0,655
5.25,0,656
5.0,0,657
5.16666650772,0,658
5.0,0,659
5.25,0,660
5.33333349228,0,661
5.08333349228,0,662
5.16666650772,0,663
5.08333349228,0,664
5.25,0,665
5.0,0,666
5.08333349228,0,667
5.08333349228,0,668
5.33333349228,0,669
5.33333349228,0,670
5.0,0,671
5.16666650772,0,672
5.25,0,673
5.25,0,674
5.5,0,675
5.16666650772,0,676
5.16666650772,0,677
5.0,0,678
5.0,0,679
5.16666650772,0,680
5.25,0,681
5.16666650772,0,682
5.08333349228,0,683
5.08333349228,0,684
5.0,0,685
5.16666650772,0,686
5.0,0,687
5.25,0,688
5.16666650772,0,689
5.58333349228,0,690
5.0,0,691
5.41666650772,0,692
5.25,0,693
5.25,0,694
5.25,0,695
5.0,0,696
5.08333349228,0,697
